index,date,temperatures(C),humidity(%),pressure(hPa),energy
0,1/1/2021 0:00,-1.8,79,1018.5,151.04
1,1/1/2021 1:00,-2.9,83,1018.2,152.2725781
2,1/1/2021 2:00,-2.9,81,1018.2,151.6989844
3,1/1/2021 3:00,-2.8,86,1018.6,146.8430937
4,1/1/2021 4:00,-2.9,87,1018.6,145.5366563
5,1/1/2021 5:00,-4.1,93,1018.2,149.1186875
6,1/1/2021 6:00,-4.8,92,1018.4,145.2428125
7,1/1/2021 7:00,-4.3,94,1018.9,141.4411875
8,1/1/2021 8:00,-3.9,95,1018.8,128.288625
9,1/1/2021 9:00,-3,95,1019.1,128.90775
10,1/1/2021 10:00,-2.5,93,1019.6,126.77775
11,1/1/2021 11:00,-0.9,86,1019.3,130.34225
12,1/1/2021 12:00,0.4,79,1018.4,126.29475
13,1/1/2021 13:00,1.5,74,1017.6,129.592
14,1/1/2021 14:00,1.7,74,1017.3,127.5295
15,1/1/2021 15:00,2.8,70,1016.8,147.9215
16,1/1/2021 16:00,2.4,63,1016.8,158.217625
17,1/1/2021 17:00,2.1,67,1016.7,157.37075
18,1/1/2021 18:00,1.1,78,1016.7,163.607
19,1/1/2021 19:00,1.5,72,1016.8,165.832
20,1/1/2021 20:00,1.8,68,1017,173.4395
21,1/1/2021 21:00,1.1,76,1016.9,183.5735
22,1/1/2021 22:00,0.8,84,1017,165.13925
23,1/1/2021 23:00,0.7,87,1016.6,162.43375
24,1/2/2021 0:00,0.7,89,1016.6,159.823
25,1/2/2021 1:00,0.2,95,1016.7,157.436
26,1/2/2021 2:00,0.1,97,1016.8,156.845
27,1/2/2021 3:00,-0.1,98,1016.5,146.98125
28,1/2/2021 4:00,0.2,98,1016.6,146.156
29,1/2/2021 5:00,0,98,1016.4,150.11575
30,1/2/2021 6:00,0.1,98,1017,141.6955
31,1/2/2021 7:00,0,98,1017.6,130.0085
32,1/2/2021 8:00,-0.5,97,1018.2,120.6355
33,1/2/2021 9:00,-0.3,94,1019.1,132.042
34,1/2/2021 10:00,0.7,79,1020,129.147
35,1/2/2021 11:00,1.4,64,1020.1,135.978
36,1/2/2021 12:00,1.5,55,1019.8,146.4815
37,1/2/2021 13:00,2.2,48,1020,145.252
38,1/2/2021 14:00,2.5,46,1019.8,164.404
39,1/2/2021 15:00,2.4,38,1019.5,184.5535
40,1/2/2021 16:00,1.7,33,1019.8,183.171
41,1/2/2021 17:00,0.2,41,1021.6,175.5115
42,1/2/2021 18:00,-0.6,48,1022.2,196.834
43,1/2/2021 19:00,-1,51,1022.3,193.1145
44,1/2/2021 20:00,-1.9,54,1022.1,183.819
45,1/2/2021 21:00,-2.3,54,1022.1,179.42
46,1/2/2021 22:00,-2.6,55,1021.7,179.9485
47,1/2/2021 23:00,-3.1,58,1022.8,178.014
48,1/3/2021 0:00,-2.9,57,1023.2,169.148
49,1/3/2021 1:00,-2.6,56,1024.1,150.1595
50,1/3/2021 2:00,-2.6,62,1024.1,150.283
51,1/3/2021 3:00,-2.7,59,1024.2,151.312
52,1/3/2021 4:00,-2.6,56,1024,143.6415
53,1/3/2021 5:00,-2.7,55,1024.6,144.7725
54,1/3/2021 6:00,-2.8,56,1025.1,143.8865
55,1/3/2021 7:00,-2.9,59,1025.1,133.1525
56,1/3/2021 8:00,-3.2,57,1024.9,127.546
57,1/3/2021 9:00,-2.2,52,1025.2,131.009
58,1/3/2021 10:00,-0.7,45,1025.9,137.779
59,1/3/2021 11:00,0.3,42,1025.6,150.929
60,1/3/2021 12:00,1.1,43,1025,156.379
61,1/3/2021 13:00,2.3,44,1024,153.617
62,1/3/2021 14:00,3.4,42,1023.6,157.784
63,1/3/2021 15:00,2.8,47,1023.8,172.796
64,1/3/2021 16:00,2.3,49,1023.5,193.056
65,1/3/2021 17:00,1.5,51,1023.6,197.332
66,1/3/2021 18:00,0.8,54,1023.9,202.505
67,1/3/2021 19:00,0.5,55,1024,189.093
68,1/3/2021 20:00,0.1,58,1024,179.959
69,1/3/2021 21:00,-0.3,58,1024.1,188.385
70,1/3/2021 22:00,-0.5,58,1024.2,182.283
71,1/3/2021 23:00,-0.7,61,1024.5,185.079
72,1/4/2021 0:00,-1.3,68,1024.3,165.461
73,1/4/2021 1:00,-1.2,70,1024.5,154.27
74,1/4/2021 2:00,-2.3,74,1024.5,150.996
75,1/4/2021 3:00,-2.5,76,1024.3,149.086
76,1/4/2021 4:00,-2.5,77,1024.1,145.371
77,1/4/2021 5:00,-2.9,81,1023.8,142.201
78,1/4/2021 6:00,-3.5,84,1023.7,143.049
79,1/4/2021 7:00,-2.8,73,1023,146.297
80,1/4/2021 8:00,-2.3,64,1021.8,149.063
81,1/4/2021 9:00,-2.8,83,1023,159.476
82,1/4/2021 10:00,-0.7,63,1024.1,189.238
83,1/4/2021 11:00,0.8,56,1023.8,197.976
84,1/4/2021 12:00,3.6,48,1022.3,221.038
85,1/4/2021 13:00,4.7,49,1021.7,216.699
86,1/4/2021 14:00,5.8,46,1020.8,226.082
87,1/4/2021 15:00,6.6,48,1020.3,243.913
88,1/4/2021 16:00,5.6,57,1020,230.165
89,1/4/2021 17:00,4.5,61,1019.6,0
90,1/4/2021 18:00,4.1,62,1019.9,264.598
91,1/4/2021 19:00,3.3,72,1020.2,238.386
92,1/4/2021 20:00,2.7,81,1020,222.901
93,1/4/2021 21:00,2.2,83,1020.6,209.285
94,1/4/2021 22:00,1.9,86,1020.2,200.552
95,1/4/2021 23:00,1.4,88,1020.1,196.535
96,1/5/2021 0:00,1.7,90,1020.2,179.729
97,1/5/2021 1:00,1.3,93,1019.8,165.626
98,1/5/2021 2:00,1.2,92,1019.8,152.233
99,1/5/2021 3:00,1.1,92,1019.7,146.857
100,1/5/2021 4:00,1.2,93,1019.2,143.094
101,1/5/2021 5:00,1.2,95,1018.4,142.966
102,1/5/2021 6:00,1.4,94,1018.6,140.469
103,1/5/2021 7:00,1.9,84,1020.3,143.864
104,1/5/2021 8:00,1.1,67,1020.6,134.992
105,1/5/2021 9:00,1.7,62,1021.3,159.722
106,1/5/2021 10:00,2.7,58,1021.5,186.646
107,1/5/2021 11:00,2.9,50,1021.9,209.84
108,1/5/2021 12:00,2.1,54,1021.7,230.822
109,1/5/2021 13:00,1.6,54,1020.2,252.158
110,1/5/2021 14:00,1.3,50,1019,270.442
111,1/5/2021 15:00,0.3,49,1019.2,273.042
112,1/5/2021 16:00,-0.2,48,1018.7,269.942
113,1/5/2021 17:00,-0.8,47,1019.3,268.56
114,1/5/2021 18:00,-1.5,48,1020.4,257.762
115,1/5/2021 19:00,-2.1,49,1020.5,236.55
116,1/5/2021 20:00,-2.5,52,1020.3,220.972
117,1/5/2021 21:00,-2.8,55,1020.6,210.22
118,1/5/2021 22:00,-3.2,58,1020.3,205.758
119,1/5/2021 23:00,-3.5,63,1020.5,195.904
120,1/6/2021 0:00,-4,65,1020.5,176.44
121,1/6/2021 1:00,-4.3,64,1020.6,170.1
122,1/6/2021 2:00,-4.9,62,1020.3,155.232
123,1/6/2021 3:00,-5.1,61,1020.1,136.396
124,1/6/2021 4:00,-5.1,60,1018.9,135.35
125,1/6/2021 5:00,-5.4,61,1018.9,135.672
126,1/6/2021 6:00,-5.4,59,1018.5,130.422
127,1/6/2021 7:00,-5.4,62,1018.4,135.534
128,1/6/2021 8:00,-4.9,57,1018.5,128.642
129,1/6/2021 9:00,-4.5,55,1019,144.164
130,1/6/2021 10:00,-3.9,55,1018.4,179.178
131,1/6/2021 11:00,-1.8,53,1017.8,215.742
132,1/6/2021 12:00,-0.8,51,1017.2,220
133,1/6/2021 13:00,-0.8,51,1014.7,233.042
134,1/6/2021 14:00,0.1,50,1013.9,245.958
135,1/6/2021 15:00,1.5,44,1013.4,261.662
136,1/6/2021 16:00,0.4,48,1013.7,262.638
137,1/6/2021 17:00,-0.3,55,1014,266.006
138,1/6/2021 18:00,-1.8,81,1014,250.792
139,1/6/2021 19:00,-1.8,87,1013.7,221.994
140,1/6/2021 20:00,-1.7,84,1013.6,210.428
141,1/6/2021 21:00,-1.5,83,1012.6,192.452
142,1/6/2021 22:00,-1.9,92,1012,185.318
143,1/6/2021 23:00,-1.9,96,1012,182.578
144,1/7/2021 0:00,-1.6,93,1012.8,166.6
145,1/7/2021 1:00,-2.5,69,1013.8,150.386
146,1/7/2021 2:00,-3.7,62,1013.7,137.588
147,1/7/2021 3:00,-4.6,91,1013.7,128.842
148,1/7/2021 4:00,-5.3,87,1014.1,127.32
149,1/7/2021 5:00,-6.2,77,1014.9,131.832
150,1/7/2021 6:00,-6.6,77,1015.4,135.654
151,1/7/2021 7:00,-7,69,1015.9,139.34
152,1/7/2021 8:00,-7.4,84,1016.7,136.402
153,1/7/2021 9:00,-8,84,1017.5,155.372
154,1/7/2021 10:00,-8.7,86,1018.7,171.422
155,1/7/2021 11:00,-8.8,82,1018.6,190.414
156,1/7/2021 12:00,-8.4,78,1018.1,221.256
157,1/7/2021 13:00,-8.5,72,1017.8,238.778
158,1/7/2021 14:00,-7.5,60,1016.9,235.792
159,1/7/2021 15:00,-7.9,56,1016.9,260.224
160,1/7/2021 16:00,-8.1,57,1017.1,277.656
161,1/7/2021 17:00,-8.9,56,1017.1,262.916
162,1/7/2021 18:00,-9.7,59,1017.4,249.968
163,1/7/2021 19:00,-10.1,59,1017.8,224.826
164,1/7/2021 20:00,-10.5,54,1017.6,218.926
165,1/7/2021 21:00,-11.1,55,1017.3,200.062
166,1/7/2021 22:00,-11.2,53,1017.3,205.85
167,1/7/2021 23:00,-11.3,54,1017.2,202.03
168,1/8/2021 0:00,-10.9,53,1017.4,188.462
169,1/8/2021 1:00,-11.3,53,1017,172.58
170,1/8/2021 2:00,-11.5,54,1016.6,154.162
171,1/8/2021 3:00,-12.2,67,1016.3,145.146
172,1/8/2021 4:00,-12.6,69,1016.2,142.42
173,1/8/2021 5:00,-12.7,65,1016.4,142.446
174,1/8/2021 6:00,-13.2,67,1016.8,139.316
175,1/8/2021 7:00,-13.2,63,1017.3,139.318
176,1/8/2021 8:00,-13.4,63,1017.6,141.466
177,1/8/2021 9:00,-12.2,58,1017.5,161.466
178,1/8/2021 10:00,-10.5,48,1017.2,187.072
179,1/8/2021 11:00,-9.2,45,1016.5,202.12
180,1/8/2021 12:00,-7.7,44,1015.2,225.522
181,1/8/2021 13:00,-6.7,41,1014.3,228.186
182,1/8/2021 14:00,-6.7,51,1013.8,244.264
183,1/8/2021 15:00,-6.3,52,1013.5,263.606
184,1/8/2021 16:00,-6,50,1013.4,272.618
185,1/8/2021 17:00,-6.9,52,1013.8,280.938
186,1/8/2021 18:00,-7.9,55,1014.4,274.358
187,1/8/2021 19:00,-8.9,52,1015.1,241.326
188,1/8/2021 20:00,-9.4,53,1015.4,212.896
189,1/8/2021 21:00,-9.7,51,1015.4,202.152
190,1/8/2021 22:00,-10,52,1015.4,204.184
191,1/8/2021 23:00,-10.4,55,1015.4,204.484
192,1/9/2021 0:00,-9.8,52,1015.8,195.688
193,1/9/2021 1:00,-11.1,55,1015.4,164.724
194,1/9/2021 2:00,-10.8,53,1015.4,155.032
195,1/9/2021 3:00,-11.4,58,1015.5,151.596
196,1/9/2021 4:00,-10.3,56,1015.1,150.096
197,1/9/2021 5:00,-10.5,58,1015,148.952
198,1/9/2021 6:00,-10.8,61,1014.9,142.3
199,1/9/2021 7:00,-11,63,1015.3,139.364
200,1/9/2021 8:00,-10.6,60,1015.7,124.624
201,1/9/2021 9:00,-9.3,54,1016.4,132.508
202,1/9/2021 10:00,-7.8,46,1016.6,139.356
203,1/9/2021 11:00,-6.4,39,1016.3,147.196
204,1/9/2021 12:00,-4.9,38,1015.5,150.624
205,1/9/2021 13:00,-3.7,37,1014.4,160.212
206,1/9/2021 14:00,-2.7,37,1013.4,158.864
207,1/9/2021 15:00,-1.9,42,1012.8,183.868
208,1/9/2021 16:00,-2.7,49,1013.5,193.512
209,1/9/2021 17:00,-4.2,55,1014.4,202.976
210,1/9/2021 18:00,-5.7,55,1015.4,205.564
211,1/9/2021 19:00,-6.8,56,1016.3,207.756
212,1/9/2021 20:00,-7.4,56,1017.7,204.112
213,1/9/2021 21:00,-8.1,56,1017.6,203.356
214,1/9/2021 22:00,-8.1,56,1017.5,200.78
215,1/9/2021 23:00,-8.6,58,1017.9,194.52
216,1/10/2021 0:00,-8.4,57,1017.9,202.436
217,1/10/2021 1:00,-8.5,62,1017.7,201.012
218,1/10/2021 2:00,-8.9,67,1018.4,186.74
219,1/10/2021 3:00,-9.8,72,1019.1,171.244
220,1/10/2021 4:00,-10.2,74,1018.8,165.312
221,1/10/2021 5:00,-10.2,76,1018.1,161.832
222,1/10/2021 6:00,-10.5,78,1018.4,154.388
223,1/10/2021 7:00,-10,77,1019,149.972
224,1/10/2021 8:00,-9.3,77,1019.7,135.004
225,1/10/2021 9:00,-8.4,75,1020.1,144.288
226,1/10/2021 10:00,-6.9,72,1020.2,145.124
227,1/10/2021 11:00,-5.8,68,1019.8,155.72
228,1/10/2021 12:00,-3.5,60,1019,157.056
229,1/10/2021 13:00,-0.9,52,1018.1,170.444
230,1/10/2021 14:00,0.2,53,1017.4,180.556
231,1/10/2021 15:00,-0.4,58,1017.6,187.852
232,1/10/2021 16:00,-0.3,64,1017.8,206.076
233,1/10/2021 17:00,-0.8,68,1018,212.432
234,1/10/2021 18:00,-1.7,72,1018.2,213.928
235,1/10/2021 19:00,-2,77,1018.8,206.528
236,1/10/2021 20:00,-2.1,80,1019,196.204
237,1/10/2021 21:00,-2.8,89,1019.1,191.952
238,1/10/2021 22:00,-3.4,90,1019.1,173.652
239,1/10/2021 23:00,-3.4,90,1019.2,189.26
240,1/11/2021 0:00,-3.4,90,1019.1,192.348
241,1/11/2021 1:00,-3,89,1018.9,182.58
242,1/11/2021 2:00,-3.5,89,1019.2,172.116
243,1/11/2021 3:00,-3.5,90,1019.6,157.448
244,1/11/2021 4:00,-3.4,86,1020.2,151.388
245,1/11/2021 5:00,-3.4,86,1019.4,151.728
246,1/11/2021 6:00,-3.3,88,1019.2,139.68
247,1/11/2021 7:00,-3.7,87,1018.4,149.98
248,1/11/2021 8:00,-4.8,91,1018.9,156.036
249,1/11/2021 9:00,-3.6,88,1019.2,178.56
250,1/11/2021 10:00,-2.4,79,1020.2,209.82
251,1/11/2021 11:00,-1.5,75,1019.6,234.792
252,1/11/2021 12:00,-1,69,1018.2,257.28
253,1/11/2021 13:00,-1.1,67,1017,258.28
254,1/11/2021 14:00,-0.4,65,1015.4,288.18
255,1/11/2021 15:00,-0.2,66,1015.4,297.492
256,1/11/2021 16:00,0.2,65,1015.3,284.64
257,1/11/2021 17:00,-0.1,64,1014.8,284.372
258,1/11/2021 18:00,-0.5,67,1014.8,260.808
259,1/11/2021 19:00,-0.7,67,1014.4,219.388
260,1/11/2021 20:00,-1.7,72,1014.4,213.264
261,1/11/2021 21:00,-1.5,74,1014.6,205.548
262,1/11/2021 22:00,-1.9,77,1014.5,209.476
263,1/11/2021 23:00,-2.6,85,1014,205.304
264,1/12/2021 0:00,-3.1,87,1013.8,187.864
265,1/12/2021 1:00,-3.2,87,1013.2,161.884
266,1/12/2021 2:00,-3.2,90,1013.3,146.58
267,1/12/2021 3:00,-3.5,94,1012.9,141.996
268,1/12/2021 4:00,-4,95,1012.5,135.028
269,1/12/2021 5:00,-4.5,95,1012,138.76
270,1/12/2021 6:00,-4.3,95,1011.5,138.804
271,1/12/2021 7:00,-4.7,96,1011.6,143.116
272,1/12/2021 8:00,-4.6,96,1011.7,132.944
273,1/12/2021 9:00,-3.8,95,1012.3,148.084
274,1/12/2021 10:00,-2.4,94,1012.8,180.5
275,1/12/2021 11:00,-0.1,81,1012.1,217.46
276,1/12/2021 12:00,1.7,69,1011.1,232.836
277,1/12/2021 13:00,2.4,62,1010.2,239.004
278,1/12/2021 14:00,3.4,50,1009.2,260.136
279,1/12/2021 15:00,3.2,50,1008.7,261.492
280,1/12/2021 16:00,2.8,54,1008.6,259.644
281,1/12/2021 17:00,1.5,69,1009,259.032
282,1/12/2021 18:00,1.3,74,1008.7,259.932
283,1/12/2021 19:00,1.7,68,1009,227.116
284,1/12/2021 20:00,1.7,69,1009.4,205.94
285,1/12/2021 21:00,1.4,75,1009.5,203.528
286,1/12/2021 22:00,1.3,79,1009.7,192.248
287,1/12/2021 23:00,0.4,86,1009.8,181.664
288,1/13/2021 0:00,0.1,91,1009.4,167.152
289,1/13/2021 1:00,-0.4,93,1009.1,153.416
290,1/13/2021 2:00,-1,94,1008.8,144.06
291,1/13/2021 3:00,-1.1,95,1008.9,140.092
292,1/13/2021 4:00,-1,94,1008.5,135.1
293,1/13/2021 5:00,-1.8,95,1008.6,139.78
294,1/13/2021 6:00,-1.9,95,1008.6,135.856
295,1/13/2021 7:00,-2,95,1008.5,141.456
296,1/13/2021 8:00,-1.8,95,1008.6,141.596
297,1/13/2021 9:00,-0.9,94,1008.7,160.268
298,1/13/2021 10:00,1,82,1009,200.82
299,1/13/2021 11:00,3.8,69,1008.6,217.7
300,1/13/2021 12:00,6.6,57,1007.9,226.108
301,1/13/2021 13:00,8.8,51,1007.2,237.104
302,1/13/2021 14:00,10.5,51,1006.8,235.38
303,1/13/2021 15:00,10.9,52,1006.5,239.324
304,1/13/2021 16:00,10.7,54,1006.9,239.548
305,1/13/2021 17:00,9.8,58,1007.4,242.1
306,1/13/2021 18:00,8.4,64,1008.1,239.196
307,1/13/2021 19:00,7.7,70,1008.5,206.456
308,1/13/2021 20:00,7.3,75,1009.1,192.06
309,1/13/2021 21:00,6.7,78,1009.7,193.476
310,1/13/2021 22:00,6.5,80,1010.2,188.276
311,1/13/2021 23:00,6.4,81,1010.8,180.292
312,1/14/2021 0:00,5.7,85,1011.2,177.224
313,1/14/2021 1:00,5,90,1011.5,162.236
314,1/14/2021 2:00,4,95,1012,150.692
315,1/14/2021 3:00,3.3,96,1012.1,141.764
316,1/14/2021 4:00,2,96,1012.2,133.16
317,1/14/2021 5:00,1.9,97,1012.4,140.356
318,1/14/2021 6:00,1.8,98,1013,133.264
319,1/14/2021 7:00,0.8,98,1013.6,140.068
320,1/14/2021 8:00,0.6,98,1013.8,146.312
321,1/14/2021 9:00,1.7,98,1014.2,164.788
322,1/14/2021 10:00,3.5,96,1014.4,183.036
323,1/14/2021 11:00,6.4,82,1014,208.788
324,1/14/2021 12:00,8.6,62,1013.1,222.636
325,1/14/2021 13:00,10.5,54,1011.8,206.528
326,1/14/2021 14:00,11.8,51,1011.2,223.54
327,1/14/2021 15:00,12,48,1010.9,242.756
328,1/14/2021 16:00,12.2,46,1010.9,238.832
329,1/14/2021 17:00,12.1,42,1011.5,237.156
330,1/14/2021 18:00,10.6,51,1011.9,222.296
331,1/14/2021 19:00,9.8,63,1012,208.596
332,1/14/2021 20:00,8.6,67,1011.9,199.1
333,1/14/2021 21:00,8.4,72,1011.8,184.404
334,1/14/2021 22:00,7.5,78,1011.8,185.356
335,1/14/2021 23:00,6.2,86,1011.5,178.184
336,1/15/2021 0:00,6,89,1011.3,173.992
337,1/15/2021 1:00,5.6,88,1011.2,154.316
338,1/15/2021 2:00,5.1,94,1011.5,150.308
339,1/15/2021 3:00,4.2,95,1011.6,145.376
340,1/15/2021 4:00,4,93,1011,132.96
341,1/15/2021 5:00,4.2,95,1010.5,135.796
342,1/15/2021 6:00,3.6,96,1010.1,129.004
343,1/15/2021 7:00,3.5,95,1009.8,135.06
344,1/15/2021 8:00,4.9,96,1009.2,137.94
345,1/15/2021 9:00,5.7,94,1009.2,157.796
346,1/15/2021 10:00,7.5,90,1009.2,170.496
347,1/15/2021 11:00,11.3,78,1009.5,183.372
348,1/15/2021 12:00,13.5,73,1008.2,188.656
349,1/15/2021 13:00,14.8,65,1007,185.036
350,1/15/2021 14:00,14.9,61,1006.2,195.872
351,1/15/2021 15:00,14.4,66,1006.3,216.54
352,1/15/2021 16:00,14.3,64,1006.5,218.948
353,1/15/2021 17:00,13.1,75,1006.8,216.976
354,1/15/2021 18:00,11.2,83,1007.1,213.496
355,1/15/2021 19:00,9.8,87,1007.8,187.748
356,1/15/2021 20:00,7.9,87,1008.3,183.152
357,1/15/2021 21:00,6.8,87,1009.1,173.932
358,1/15/2021 22:00,5.7,78,1010,166.4
359,1/15/2021 23:00,4.5,74,1010.7,156.256
360,1/16/2021 0:00,3.5,77,1010.2,146.764
361,1/16/2021 1:00,3.6,71,1011.2,131.812
362,1/16/2021 2:00,3.3,73,1012.1,129.444
363,1/16/2021 3:00,2.8,71,1013.2,127.7
364,1/16/2021 4:00,2.6,71,1012.8,120.792
365,1/16/2021 5:00,1.8,65,1013.7,123.036
366,1/16/2021 6:00,1.3,66,1014.9,121.388
367,1/16/2021 7:00,1.1,65,1015.5,116.392
368,1/16/2021 8:00,0.6,67,1015.8,108.512
369,1/16/2021 9:00,0.5,67,1016.4,112.284
370,1/16/2021 10:00,0.6,65,1017.8,112.012
371,1/16/2021 11:00,0.8,60,1017.6,129.972
372,1/16/2021 12:00,2.3,53,1016.4,130.196
373,1/16/2021 13:00,1.7,56,1016,131.968
374,1/16/2021 14:00,1,56,1015.7,138.88
375,1/16/2021 15:00,0.4,57,1016.3,160.384
376,1/16/2021 16:00,-0.2,59,1016.8,171.784
377,1/16/2021 17:00,-0.6,59,1017.7,181.568
378,1/16/2021 18:00,-1,61,1017.9,199.208
379,1/16/2021 19:00,-1.4,56,1018.4,191.848
380,1/16/2021 20:00,-1.6,55,1018.9,185.648
381,1/16/2021 21:00,-2.1,56,1018.8,179.544
382,1/16/2021 22:00,-2.1,54,1019.5,177.04
383,1/16/2021 23:00,-2.1,56,1020,157.88
384,1/17/2021 0:00,-2.2,56,1020.4,156.728
385,1/17/2021 1:00,-2.5,62,1021,145.672
386,1/17/2021 2:00,-2.6,67,1021.3,137.112
387,1/17/2021 3:00,-2.8,71,1021,134.192
388,1/17/2021 4:00,-3.3,70,1020.3,126.912
389,1/17/2021 5:00,-3.9,70,1020.1,127.032
390,1/17/2021 6:00,-4.4,69,1020.5,125.056
391,1/17/2021 7:00,-4.5,68,1020.6,122.92
392,1/17/2021 8:00,-4.6,66,1021,120.496
393,1/17/2021 9:00,-3.5,61,1021.7,122.952
394,1/17/2021 10:00,-2.1,53,1021.9,124.032
395,1/17/2021 11:00,-0.9,47,1021.5,132.28
396,1/17/2021 12:00,0.1,43,1020.7,135.904
397,1/17/2021 13:00,0.8,42,1019.2,143.256
398,1/17/2021 14:00,0.5,38,1018.5,142.328
399,1/17/2021 15:00,1.5,39,1018,162.576
400,1/17/2021 16:00,0.7,43,1018.1,181.056
401,1/17/2021 17:00,0.3,45,1018.1,181.336
402,1/17/2021 18:00,-0.4,51,1018.1,179.4
403,1/17/2021 19:00,-0.9,61,1018.3,164.312
404,1/17/2021 20:00,-0.8,64,1018.5,161.744
405,1/17/2021 21:00,-1.2,74,1018.3,161.576
406,1/17/2021 22:00,-1.2,75,1018,163.512
407,1/17/2021 23:00,-1.6,75,1017.5,172.312
408,1/18/2021 0:00,-1.6,75,1016.9,174.784
409,1/18/2021 1:00,-1.3,75,1016.5,152.272
410,1/18/2021 2:00,-2.1,92,1016,140.424
411,1/18/2021 3:00,-2,95,1015.5,130.232
412,1/18/2021 4:00,-1.8,95,1014.7,124.272
413,1/18/2021 5:00,-1.7,96,1013.8,129.008
414,1/18/2021 6:00,-1.6,97,1013.4,126.272
415,1/18/2021 7:00,-1.4,97,1012.9,128.808
416,1/18/2021 8:00,-1.2,97,1012.5,131.848
417,1/18/2021 9:00,-0.8,98,1012.3,150.384
418,1/18/2021 10:00,0.4,98,1012.4,180.36
419,1/18/2021 11:00,0.5,98,1012.6,198.664
420,1/18/2021 12:00,1,98,1012.3,218.368
421,1/18/2021 13:00,2.8,97,1011.4,222.776
422,1/18/2021 14:00,5.2,64,1010.9,249.424
423,1/18/2021 15:00,5.6,51,1011.2,260.096
424,1/18/2021 16:00,5.6,42,1011.6,274.088
425,1/18/2021 17:00,5,37,1012.5,260.896
426,1/18/2021 18:00,3.4,57,1014,253.272
427,1/18/2021 19:00,1.8,66,1015.5,223.496
428,1/18/2021 20:00,1,66,1016.4,197.264
429,1/18/2021 21:00,0.2,64,1017.4,184.888
430,1/18/2021 22:00,0.2,58,1017.8,197.912
431,1/18/2021 23:00,-0.3,58,1018.2,197.44
432,1/19/2021 0:00,-0.7,57,1018.7,184.776
433,1/19/2021 1:00,-1.4,56,1018.8,167.52
434,1/19/2021 2:00,-2,58,1019.2,140.2
435,1/19/2021 3:00,-2.4,61,1019.7,134.328
436,1/19/2021 4:00,-3.3,63,1020,141.312
437,1/19/2021 5:00,-4.1,69,1020,149.496
438,1/19/2021 6:00,-4.6,68,1020.6,129.776
439,1/19/2021 7:00,-4.9,67,1021.3,136.664
440,1/19/2021 8:00,-4.9,68,1022.3,142.224
441,1/19/2021 9:00,-4.2,65,1023.1,156.4
442,1/19/2021 10:00,-2.9,57,1023.4,183.528
443,1/19/2021 11:00,-1.4,40,1023.6,205.752
444,1/19/2021 12:00,-0.7,34,1023.1,225.952
445,1/19/2021 13:00,0.5,28,1022.3,225.056
446,1/19/2021 14:00,2.3,32,1021.8,246.824
447,1/19/2021 15:00,2.8,22,1021.5,244.688
448,1/19/2021 16:00,3.3,21,1021.4,239.496
449,1/19/2021 17:00,2.9,23,1021.6,250.28
450,1/19/2021 18:00,1.1,27,1022.1,252.296
451,1/19/2021 19:00,0.1,35,1022.4,227.176
452,1/19/2021 20:00,-1.1,42,1022.8,215.928
453,1/19/2021 21:00,-0.6,41,1023,197.968
454,1/19/2021 22:00,-1,45,1023,192.464
455,1/19/2021 23:00,-1.3,47,1023.3,184.208
456,1/20/2021 0:00,-1.8,50,1023,171.584
457,1/20/2021 1:00,-2.1,54,1022.7,142.576
458,1/20/2021 2:00,-2.5,59,1022.6,134.872
459,1/20/2021 3:00,-2.8,59,1022.6,133.568
460,1/20/2021 4:00,-3.2,59,1022.3,126.688
461,1/20/2021 5:00,-3.4,60,1022.2,128.92
462,1/20/2021 6:00,-3.6,58,1022.5,128.264
463,1/20/2021 7:00,-3.6,60,1022.8,131.064
464,1/20/2021 8:00,-3.5,61,1022.7,135.248
465,1/20/2021 9:00,-1.8,53,1022.5,152.888
466,1/20/2021 10:00,0.8,47,1022.5,190.88
467,1/20/2021 11:00,3.5,36,1022.1,210.384
468,1/20/2021 12:00,6.5,36,1021,206.616
469,1/20/2021 13:00,8.3,40,1019.9,217.4
470,1/20/2021 14:00,9.5,38,1019.1,225.032
471,1/20/2021 15:00,9.9,36,1018.9,229.072
472,1/20/2021 16:00,10,37,1018.8,240.136
473,1/20/2021 17:00,9.6,39,1018.6,236.944
474,1/20/2021 18:00,7.6,43,1018.6,230.728
475,1/20/2021 19:00,6.7,46,1018.7,204.688
476,1/20/2021 20:00,6.3,51,1018.8,199.368
477,1/20/2021 21:00,5.2,57,1018.5,193.656
478,1/20/2021 22:00,4.7,62,1019,192.072
479,1/20/2021 23:00,4.9,62,1018.8,179.648
480,1/21/2021 0:00,4.6,67,1018.5,167.888
481,1/21/2021 1:00,4.4,71,1018.1,157.04
482,1/21/2021 2:00,4.6,72,1018.2,138.984
483,1/21/2021 3:00,4.9,73,1018.2,138.936
484,1/21/2021 4:00,4.8,74,1017.9,131.152
485,1/21/2021 5:00,4.8,76,1017.1,132.392
486,1/21/2021 6:00,4.7,80,1017.4,130.144
487,1/21/2021 7:00,4.5,82,1017.2,137.272
488,1/21/2021 8:00,3.8,85,1016.9,140.112
489,1/21/2021 9:00,5.3,81,1017.1,157.72
490,1/21/2021 10:00,7.4,71,1016.7,182.52
491,1/21/2021 11:00,9.4,64,1016,193.152
492,1/21/2021 12:00,10.1,62,1014.7,211.448
493,1/21/2021 13:00,10.6,62,1014,225.48
